Soil_Type,Soil_pH,Moisture_Level,Season,Location_Region,Previous_Crop,Recommended_Crop
Laterite,5.78,Medium,Kharif,Tamil Nadu,Groundnut,Groundnut
Black,7.02,Low,Kharif,Haryana,Pulses,Groundnut
Laterite,7.63,Medium,Kharif,Tamil Nadu,Sugarcane,Soybean
Red,6.74,Medium,Summer,Maharashtra,Groundnut,Cotton
Clay,6.03,Low,Rabi,Uttar Pradesh,Wheat,Wheat
Loamy,5.01,High,Winter,Telangana,Cotton,Sugarcane
Alluvial,7.76,High,Summer,Telangana,Maize,Banana
Red,8.06,Medium,Kharif,Haryana,Sugarcane,Rice
Alluvial,4.61,Medium,Kharif,Gujarat,Sugarcane,Sugarcane
Clay,6.09,Low,Rabi,Haryana,Groundnut,Pulses
Alluvial,6.06,Medium,Kharif,Karnataka,Maize,Groundnut
Alluvial,4.77,Low,Zaid,Telangana,Cotton,Sugarcane
Alluvial,4.82,Low,Summer,Karnataka,Wheat,Maize
Clay,7.74,High,Kharif,Gujarat,Sugarcane,Banana
Alluvial,5.3,Low,Kharif,Karnataka,Pulses,Cumin
Alluvial,5.48,Low,Winter,Tamil Nadu,Maize,Cotton
Black,7.33,Medium,Rabi,Kerala,Sugarcane,Cumin
Clay,7.94,Medium,Rabi,Bihar,Wheat,Soybean
Loamy,6.44,Low,Summer,Karnataka,Rice,Banana
Red,8.22,High,Zaid,Gujarat,Pulses,Maize
Laterite,7.31,Medium,Winter,Haryana,Pulses,Banana
Red,8.01,High,Kharif,Kerala,Cotton,Sugarcane
Sandy,5.75,Medium,Zaid,Telangana,Groundnut,Maize
Black,5.85,High,Kharif,Tamil Nadu,Groundnut,Cumin
Sandy,5.23,Low,Summer,Gujarat,Sugarcane,Wheat
Sandy,4.58,High,Winter,Bihar,Wheat,Groundnut
Loamy,5.07,Low,Kharif,Maharashtra,Pulses,Cotton
Sandy,6.13,Low,Rabi,Tamil Nadu,None,Maize
Laterite,4.91,High,Zaid,Gujarat,Groundnut,Soybean
Sandy,8.0,Low,Zaid,Uttar Pradesh,Cotton,Cumin
Laterite,7.41,Low,Rabi,Maharashtra,Cotton,Cumin
Sandy,6.11,Medium,Zaid,Tamil Nadu,Sugarcane,Cumin
Loamy,4.67,High,Summer,Gujarat,Wheat,Maize
Alluvial,6.37,High,Winter,Karnataka,Pulses,Maize
Loamy,5.29,Medium,Winter,Bihar,Wheat,Sugarcane
Black,7.81,Medium,Rabi,Kerala,Rice,Pulses
Sandy,6.9,Medium,Kharif,Kerala,Pulses,Banana
Clay,8.12,Medium,Winter,Kerala,Cotton,Wheat
Loamy,6.84,High,Rabi,Gujarat,Sugarcane,Soybean
Alluvial,7.12,High,Kharif,Maharashtra,Wheat,Wheat
Red,6.8,High,Winter,Gujarat,Rice,Rice
Black,6.79,Medium,Winter,Telangana,Cotton,Banana
Loamy,7.44,High,Zaid,Haryana,Rice,Wheat
Clay,7.77,Medium,Rabi,Bihar,Pulses,Rice
Loamy,5.94,Medium,Zaid,Punjab,Groundnut,Wheat
Sandy,7.43,Low,Winter,Telangana,Wheat,Sugarcane
Red,5.3,Medium,Kharif,Gujarat,None,Banana
Clay,5.45,Medium,Zaid,Gujarat,Maize,Wheat
Loamy,6.5,Low,Zaid,Gujarat,Groundnut,Rice
Loamy,8.35,Low,Summer,Karnataka,Groundnut,Cotton
Red,6.83,Low,Summer,Maharashtra,Wheat,Cotton
Red,7.07,Medium,Rabi,Punjab,None,Cotton
Loamy,7.67,Low,Summer,Bihar,Sugarcane,Maize
Sandy,7.6,High,Zaid,Bihar,Maize,Groundnut
Black,5.92,Low,Rabi,Kerala,Pulses,Cumin
Black,4.74,Low,Winter,Maharashtra,Wheat,Rice
Red,5.19,Low,Zaid,Telangana,Sugarcane,Maize
Black,8.26,Low,Zaid,Telangana,Cotton,Cumin
Black,7.7,High,Winter,Tamil Nadu,Cotton,Banana
Laterite,7.27,Medium,Zaid,Uttar Pradesh,Cotton,Banana
Loamy,5.11,High,Summer,Haryana,Maize,Soybean
Loamy,5.55,Medium,Zaid,Haryana,Sugarcane,Soybean
Clay,5.48,Medium,Winter,Karnataka,Pulses,Cumin
Alluvial,7.55,Low,Zaid,Kerala,Rice,Wheat
Alluvial,7.19,Low,Kharif,Punjab,Rice,Wheat
Sandy,7.8,Medium,Rabi,Bihar,Rice,Cumin
Alluvial,5.99,High,Winter,Kerala,Wheat,Banana
Loamy,5.1,High,Rabi,Telangana,Cotton,Cotton
Laterite,8.47,High,Summer,Haryana,Maize,Soybean
Sandy,8.23,Medium,Summer,Punjab,Wheat,Cotton
Clay,6.91,High,Rabi,Karnataka,Sugarcane,Cumin
Black,6.96,Low,Summer,Karnataka,Groundnut,Pulses
Loamy,7.63,Medium,Kharif,Gujarat,Rice,Cotton
Alluvial,7.07,Medium,Zaid,Gujarat,Cotton,Rice
Laterite,8.19,Medium,Winter,Karnataka,Rice,Rice
Alluvial,7.41,Medium,Summer,Gujarat,Pulses,Banana
Laterite,5.74,High,Zaid,Gujarat,Pulses,Banana
Laterite,8.37,High,Summer,Karnataka,Cotton,Banana
Loamy,8.14,Medium,Summer,Punjab,Sugarcane,Soybean
Alluvial,4.85,Medium,Winter,Telangana,Rice,Cotton
Sandy,6.91,Low,Kharif,Punjab,Wheat,Sugarcane
Red,4.65,High,Winter,Bihar,Pulses,Cumin
Clay,6.8,Medium,Rabi,Tamil Nadu,Rice,Sugarcane
Alluvial,6.46,Medium,Winter,Telangana,Sugarcane,Soybean
Black,8.16,Medium,Summer,Telangana,Pulses,Pulses
Alluvial,5.45,High,Kharif,Gujarat,Pulses,Maize
Laterite,7.94,Medium,Winter,Gujarat,Sugarcane,Cotton
Laterite,6.84,High,Summer,Karnataka,None,Wheat
Loamy,6.22,Low,Kharif,Kerala,Wheat,Cotton
Loamy,5.59,Medium,Summer,Uttar Pradesh,Maize,Maize
Clay,6.56,High,Rabi,Punjab,None,Cotton
Sandy,6.62,High,Zaid,Telangana,Maize,Banana
Alluvial,7.88,Medium,Rabi,Gujarat,Rice,Maize
Clay,5.92,High,Summer,Karnataka,Pulses,Rice
Black,8.24,Medium,Rabi,Uttar Pradesh,Maize,Cotton
Black,7.8,Medium,Kharif,Haryana,Cotton,Wheat
Red,5.96,Low,Kharif,Haryana,Pulses,Groundnut
Red,8.07,Medium,Summer,Maharashtra,Pulses,Rice
Sandy,4.64,High,Summer,Uttar Pradesh,Maize,Rice
Loamy,7.62,Medium,Rabi,Telangana,Cotton,Cumin
Laterite,6.12,Medium,Winter,Maharashtra,Groundnut,Groundnut
Black,5.06,Medium,Rabi,Telangana,Sugarcane,Maize
Alluvial,8.43,Low,Winter,Maharashtra,Maize,Maize
Laterite,6.31,Medium,Winter,Punjab,None,Cumin
Red,8.29,Low,Rabi,Kerala,Maize,Soybean
Loamy,5.8,Medium,Zaid,Karnataka,None,Maize
Sandy,4.95,High,Zaid,Gujarat,Rice,Rice
Black,6.3,Low,Zaid,Gujarat,Wheat,Maize
Clay,4.65,High,Zaid,Kerala,None,Wheat
Clay,6.8,Low,Summer,Tamil Nadu,None,Wheat
Black,7.64,Medium,Summer,Punjab,Rice,Cotton
Clay,6.63,Low,Winter,Telangana,Cotton,Cumin
Clay,6.98,High,Summer,Karnataka,Cotton,Cotton
Black,7.21,Low,Zaid,Punjab,Pulses,Groundnut
Loamy,6.7,High,Kharif,Haryana,Groundnut,Cumin
Red,6.65,High,Rabi,Karnataka,Maize,Pulses
Alluvial,6.87,Low,Rabi,Karnataka,Groundnut,Cotton
Clay,7.61,Low,Rabi,Kerala,Rice,Cumin
Alluvial,8.27,High,Zaid,Karnataka,None,Sugarcane
Alluvial,7.54,Low,Winter,Tamil Nadu,Rice,Banana
Laterite,5.52,Low,Winter,Kerala,Rice,Cumin
Loamy,6.62,Low,Zaid,Bihar,None,Pulses
Red,5.86,High,Winter,Kerala,Groundnut,Cotton
Loamy,7.33,High,Rabi,Bihar,Cotton,Sugarcane
Loamy,7.92,High,Rabi,Karnataka,Sugarcane,Sugarcane
Loamy,5.99,High,Winter,Kerala,Cotton,Sugarcane
Red,7.81,Low,Rabi,Haryana,Pulses,Pulses
Red,7.13,High,Winter,Bihar,Wheat,Cotton
Alluvial,4.9,Medium,Zaid,Bihar,None,Cumin
Red,7.17,High,Kharif,Kerala,Sugarcane,Wheat
Loamy,7.95,Medium,Summer,Telangana,Wheat,Cumin
Red,5.91,Medium,Rabi,Telangana,Wheat,Cumin
Clay,7.44,Medium,Zaid,Kerala,Groundnut,Pulses
Red,4.96,Medium,Zaid,Maharashtra,Wheat,Banana
Loamy,4.91,Low,Kharif,Punjab,Cotton,Groundnut
Black,8.19,Medium,Summer,Tamil Nadu,Cotton,Soybean
Black,8.24,Medium,Kharif,Haryana,None,Pulses
Clay,7.51,High,Rabi,Haryana,None,Maize
Laterite,5.95,High,Summer,Telangana,Pulses,Sugarcane
Red,5.83,Medium,Summer,Gujarat,Maize,Wheat
Clay,4.58,Low,Kharif,Karnataka,Cotton,Banana
Red,4.83,High,Rabi,Tamil Nadu,Groundnut,Pulses
Laterite,6.13,Medium,Zaid,Tamil Nadu,Cotton,Wheat
Clay,7.06,Medium,Kharif,Tamil Nadu,Rice,Rice
Clay,8.1,Low,Kharif,Bihar,Pulses,Banana
Alluvial,8.17,High,Kharif,Kerala,None,Rice
Laterite,7.06,Low,Winter,Maharashtra,Sugarcane,Maize
Red,8.21,High,Rabi,Tamil Nadu,Pulses,Cotton
Loamy,8.09,Low,Rabi,Haryana,Sugarcane,Rice
Clay,7.59,Low,Rabi,Kerala,None,Wheat
Alluvial,6.18,High,Zaid,Punjab,Sugarcane,Maize
Red,8.12,Low,Rabi,Kerala,Sugarcane,Wheat
Alluvial,7.16,Low,Zaid,Haryana,None,Groundnut
Clay,7.19,Low,Summer,Gujarat,Rice,Cumin
Black,6.35,High,Winter,Kerala,Pulses,Rice
Clay,6.34,Medium,Summer,Bihar,Maize,Pulses
Sandy,7.36,Medium,Zaid,Tamil Nadu,Maize,Sugarcane
Clay,6.6,Medium,Kharif,Karnataka,Rice,Cumin
Laterite,5.34,High,Winter,Karnataka,Rice,Sugarcane
Loamy,5.24,Low,Zaid,Karnataka,Cotton,Maize
Alluvial,7.26,High,Rabi,Telangana,Wheat,Pulses
Alluvial,8.06,Medium,Kharif,Telangana,Rice,Banana
Red,5.76,Low,Summer,Telangana,Groundnut,Cumin
Black,4.77,Low,Winter,Karnataka,Wheat,Maize
Sandy,6.32,Low,Winter,Kerala,Cotton,Cumin
Red,5.69,Medium,Summer,Gujarat,Cotton,Cumin
Red,5.89,Medium,Rabi,Kerala,Groundnut,Wheat
Red,7.07,Low,Summer,Gujarat,Rice,Rice
Sandy,8.19,Medium,Zaid,Punjab,Pulses,Groundnut
Black,5.23,High,Rabi,Karnataka,Wheat,Sugarcane
Laterite,7.74,High,Kharif,Kerala,Maize,Pulses
Sandy,6.94,Low,Kharif,Gujarat,Pulses,Cotton
Laterite,7.44,Low,Winter,Kerala,Sugarcane,Sugarcane
Loamy,6.93,High,Rabi,Tamil Nadu,Wheat,Wheat
Laterite,5.52,Medium,Rabi,Karnataka,Wheat,Banana
Red,7.2,Medium,Rabi,Telangana,Rice,Cumin
Laterite,6.2,Low,Kharif,Uttar Pradesh,Pulses,Soybean
Red,8.19,Medium,Zaid,Haryana,Groundnut,Pulses
Clay,6.47,Low,Zaid,Uttar Pradesh,Pulses,Sugarcane
Black,7.32,High,Rabi,Karnataka,Rice,Soybean
Clay,6.56,Medium,Summer,Karnataka,Cotton,Banana
Laterite,7.72,High,Summer,Punjab,Rice,Wheat
Laterite,4.6,High,Summer,Tamil Nadu,Maize,Soybean
Sandy,5.06,High,Rabi,Tamil Nadu,None,Pulses
Loamy,7.26,Low,Zaid,Karnataka,Wheat,Banana
Red,8.27,Low,Kharif,Tamil Nadu,None,Banana
Red,8.13,High,Summer,Kerala,None,Banana
Clay,6.24,Medium,Rabi,Punjab,Groundnut,Cumin
Red,5.38,Low,Zaid,Karnataka,None,Cumin
Loamy,7.66,Medium,Kharif,Telangana,Sugarcane,Cotton
Sandy,6.96,Medium,Summer,Karnataka,Wheat,Maize
Sandy,7.14,Low,Winter,Gujarat,Maize,Banana
Loamy,7.59,High,Kharif,Bihar,Cotton,Cumin
Loamy,4.5,Medium,Rabi,Uttar Pradesh,None,Groundnut
Laterite,5.16,High,Winter,Maharashtra,Maize,Sugarcane
Black,8.11,Medium,Summer,Telangana,Sugarcane,Groundnut
Black,6.69,Low,Rabi,Punjab,Sugarcane,Maize
Clay,6.4,Medium,Summer,Maharashtra,Groundnut,Pulses
Alluvial,7.72,Medium,Rabi,Uttar Pradesh,Pulses,Rice
Black,5.56,Medium,Winter,Kerala,None,Cumin
Clay,7.9,Medium,Kharif,Gujarat,Groundnut,Wheat
Black,7.83,Low,Winter,Haryana,Cotton,Groundnut
Red,6.98,High,Zaid,Gujarat,Rice,Rice
Red,4.85,Low,Kharif,Bihar,Cotton,Pulses
Laterite,6.37,Medium,Kharif,Telangana,Cotton,Cotton
Alluvial,6.11,Medium,Kharif,Punjab,Rice,Cotton
Black,6.06,Medium,Rabi,Gujarat,Maize,Wheat
Clay,5.12,Low,Winter,Tamil Nadu,Sugarcane,Banana
Alluvial,6.05,Low,Winter,Bihar,Groundnut,Banana
Red,4.9,Medium,Winter,Punjab,Cotton,Banana
Red,8.25,Low,Winter,Uttar Pradesh,Pulses,Banana
Black,6.76,High,Kharif,Telangana,Rice,Rice
Black,6.38,Medium,Zaid,Kerala,Pulses,Maize
Sandy,5.6,Medium,Kharif,Tamil Nadu,Pulses,Maize
Sandy,6.99,High,Rabi,Uttar Pradesh,Maize,Maize
Black,7.8,Low,Rabi,Tamil Nadu,Pulses,Cotton
Loamy,7.02,Medium,Zaid,Karnataka,Maize,Cotton
Alluvial,7.02,Medium,Rabi,Punjab,Sugarcane,Soybean
Black,7.79,High,Summer,Gujarat,Maize,Groundnut
Alluvial,5.11,Low,Kharif,Kerala,Cotton,Groundnut
Red,6.6,Medium,Zaid,Maharashtra,Pulses,Soybean
Loamy,4.56,Low,Zaid,Kerala,Rice,Maize
Laterite,4.65,Medium,Kharif,Bihar,Maize,Sugarcane
Alluvial,5.77,High,Rabi,Uttar Pradesh,None,Banana
Laterite,8.16,Low,Summer,Karnataka,Maize,Banana
Loamy,5.49,Low,Winter,Karnataka,Cotton,Cotton
Loamy,5.01,Low,Rabi,Tamil Nadu,Sugarcane,Wheat
Clay,5.92,High,Rabi,Kerala,None,Wheat
Alluvial,4.62,Medium,Winter,Tamil Nadu,None,Banana
Black,7.49,High,Winter,Haryana,Maize,Cumin
Sandy,4.89,Low,Zaid,Bihar,Groundnut,Maize
Red,6.48,Medium,Rabi,Haryana,Groundnut,Cotton
Laterite,7.21,High,Zaid,Gujarat,Maize,Cotton
Red,6.39,Medium,Summer,Uttar Pradesh,Pulses,Pulses
Loamy,5.69,High,Summer,Punjab,Cotton,Cumin
Clay,4.91,Low,Kharif,Karnataka,Pulses,Sugarcane
Clay,7.52,Low,Rabi,Tamil Nadu,Cotton,Cumin
Black,7.96,Low,Rabi,Punjab,None,Maize
Loamy,8.09,High,Zaid,Gujarat,Maize,Maize
Red,7.12,Low,Kharif,Maharashtra,Pulses,Banana
Alluvial,6.43,Medium,Kharif,Uttar Pradesh,None,Wheat
Red,5.06,High,Winter,Telangana,None,Cotton
Laterite,4.53,Medium,Rabi,Telangana,Groundnut,Banana
Sandy,6.45,Low,Winter,Haryana,Pulses,Rice
Black,5.4,Low,Summer,Uttar Pradesh,Pulses,Wheat
Loamy,5.91,Medium,Rabi,Karnataka,Wheat,Cotton
Red,8.41,Medium,Winter,Punjab,Sugarcane,Groundnut
Red,7.11,Medium,Kharif,Telangana,Groundnut,Rice
Black,7.95,High,Summer,Bihar,Cotton,Pulses
Laterite,4.95,Medium,Rabi,Haryana,None,Rice
Red,6.39,High,Summer,Uttar Pradesh,Wheat,Groundnut
Sandy,6.78,High,Summer,Bihar,Maize,Sugarcane
Loamy,7.75,High,Winter,Kerala,Maize,Sugarcane
Red,6.89,Low,Rabi,Haryana,Sugarcane,Pulses
Black,6.38,Medium,Rabi,Haryana,Wheat,Maize
Red,4.57,Low,Winter,Maharashtra,Rice,Cumin
Clay,5.84,High,Summer,Tamil Nadu,Maize,Banana
Black,8.19,Low,Summer,Punjab,Maize,Groundnut
Alluvial,8.37,Medium,Winter,Haryana,Wheat,Wheat
Alluvial,6.01,Low,Zaid,Kerala,None,Groundnut
Alluvial,4.51,High,Winter,Haryana,Pulses,Banana
Alluvial,6.55,Medium,Kharif,Haryana,Sugarcane,Pulses
Alluvial,7.44,High,Kharif,Maharashtra,Cotton,Maize
Red,8.25,Low,Summer,Kerala,Groundnut,Banana
Red,7.08,Low,Rabi,Karnataka,Wheat,Banana
Clay,6.47,Medium,Rabi,Gujarat,Maize,Cotton
Laterite,7.71,Medium,Zaid,Tamil Nadu,Wheat,Banana
Laterite,6.69,Low,Zaid,Bihar,Sugarcane,Pulses
Loamy,7.6,Medium,Kharif,Karnataka,None,Sugarcane
Laterite,6.23,Medium,Summer,Haryana,Maize,Banana
Sandy,7.71,High,Summer,Maharashtra,Groundnut,Soybean
Red,5.71,High,Summer,Gujarat,None,Soybean
Black,7.58,High,Zaid,Karnataka,Sugarcane,Groundnut
Laterite,6.88,Medium,Winter,Haryana,Rice,Pulses
Alluvial,5.7,Medium,Summer,Karnataka,Rice,Cumin
Alluvial,6.27,Low,Rabi,Punjab,Pulses,Sugarcane
Sandy,4.96,Low,Summer,Haryana,Maize,Banana
Clay,7.44,Medium,Summer,Uttar Pradesh,None,Rice
Sandy,7.42,High,Rabi,Uttar Pradesh,Sugarcane,Banana
Laterite,7.02,Medium,Winter,Punjab,Rice,Soybean
Clay,4.88,Low,Summer,Karnataka,Maize,Sugarcane
Laterite,6.94,Medium,Summer,Gujarat,Wheat,Cumin
Red,7.68,Medium,Summer,Maharashtra,Groundnut,Soybean
Sandy,6.74,High,Summer,Bihar,None,Wheat
Clay,5.7,High,Winter,Tamil Nadu,Wheat,Rice
Red,6.2,Medium,Zaid,Karnataka,Pulses,Sugarcane
Red,7.21,Low,Summer,Punjab,Maize,Maize
Clay,7.9,Low,Kharif,Maharashtra,Sugarcane,Banana
Sandy,5.88,Medium,Summer,Uttar Pradesh,Pulses,Cotton
Alluvial,6.84,High,Winter,Karnataka,Pulses,Pulses
Sandy,6.12,Low,Kharif,Tamil Nadu,Maize,Groundnut
Loamy,6.85,High,Kharif,Maharashtra,Cotton,Wheat
Clay,5.41,High,Summer,Telangana,Cotton,Rice
Laterite,7.98,Low,Kharif,Bihar,Groundnut,Pulses
Red,6.36,Medium,Summer,Telangana,Groundnut,Soybean
Loamy,6.26,Low,Zaid,Punjab,None,Cotton
Laterite,7.94,Medium,Rabi,Uttar Pradesh,Pulses,Pulses
Red,8.15,Medium,Winter,Punjab,Maize,Pulses
Sandy,7.85,High,Rabi,Kerala,Rice,Cotton
Loamy,6.92,Medium,Summer,Karnataka,Rice,Wheat
Laterite,6.78,Low,Winter,Karnataka,Pulses,Cotton
Sandy,4.95,Low,Rabi,Tamil Nadu,Cotton,Soybean
Red,4.93,Medium,Kharif,Gujarat,Sugarcane,Soybean
Loamy,6.33,Medium,Summer,Kerala,Maize,Groundnut
Alluvial,7.66,Low,Kharif,Maharashtra,Sugarcane,Pulses
Alluvial,7.58,Medium,Rabi,Bihar,Wheat,Cotton
Sandy,7.8,High,Kharif,Punjab,Sugarcane,Cotton
Black,4.88,Low,Winter,Kerala,Maize,Sugarcane
Red,7.55,Medium,Kharif,Bihar,Maize,Pulses
Black,6.1,Medium,Winter,Tamil Nadu,Cotton,Banana
Clay,8.32,Low,Summer,Kerala,Groundnut,Maize
Laterite,6.08,Medium,Winter,Gujarat,Wheat,Banana
Laterite,6.53,High,Kharif,Kerala,Sugarcane,Banana
Laterite,8.02,High,Rabi,Maharashtra,Rice,Rice
Red,5.89,High,Kharif,Bihar,Maize,Banana
Black,8.47,Low,Zaid,Gujarat,None,Groundnut
Loamy,8.04,Low,Winter,Uttar Pradesh,Groundnut,Banana
Black,7.89,High,Rabi,Bihar,Groundnut,Rice
Red,7.59,Medium,Zaid,Haryana,Maize,Soybean
Red,7.03,Low,Winter,Bihar,Groundnut,Groundnut
Alluvial,4.81,Low,Kharif,Tamil Nadu,None,Wheat
Sandy,5.79,Medium,Winter,Telangana,Sugarcane,Banana
Red,6.36,Low,Rabi,Uttar Pradesh,Sugarcane,Banana
Laterite,6.1,High,Summer,Gujarat,Cotton,Cotton
Sandy,8.02,Medium,Rabi,Punjab,Cotton,Cotton
Black,8.3,High,Winter,Tamil Nadu,Sugarcane,Wheat
Sandy,7.2,Low,Rabi,Maharashtra,Cotton,Cotton
Loamy,5.14,Low,Kharif,Bihar,Wheat,Soybean
Sandy,4.96,Medium,Kharif,Tamil Nadu,Rice,Maize
Alluvial,8.14,High,Zaid,Haryana,None,Cotton
Clay,6.45,High,Zaid,Gujarat,Cotton,Pulses
Alluvial,7.85,Medium,Kharif,Haryana,Maize,Banana
Black,5.68,Low,Winter,Telangana,Pulses,Cotton
Clay,7.26,High,Kharif,Uttar Pradesh,Maize,Groundnut
Clay,5.44,Low,Summer,Telangana,Wheat,Maize
Red,5.52,High,Zaid,Tamil Nadu,Sugarcane,Sugarcane
Loamy,6.86,Low,Summer,Uttar Pradesh,Groundnut,Sugarcane
Alluvial,8.23,Low,Winter,Uttar Pradesh,Maize,Pulses
Laterite,7.15,Medium,Summer,Bihar,Cotton,Cotton
Red,7.59,High,Winter,Maharashtra,Pulses,Groundnut
Sandy,5.74,Medium,Kharif,Telangana,Maize,Pulses
Black,7.51,High,Winter,Tamil Nadu,Pulses,Groundnut
Clay,7.42,Low,Winter,Haryana,Cotton,Rice
Sandy,5.65,Low,Rabi,Tamil Nadu,None,Sugarcane
Clay,6.49,High,Winter,Bihar,Groundnut,Sugarcane
Laterite,4.65,High,Summer,Telangana,Cotton,Groundnut
Sandy,4.93,Low,Rabi,Telangana,Wheat,Wheat
Clay,5.62,Medium,Rabi,Tamil Nadu,Rice,Sugarcane
Laterite,6.44,High,Kharif,Uttar Pradesh,Rice,Pulses
Loamy,7.37,Medium,Summer,Maharashtra,Maize,Cotton
Loamy,4.7,Medium,Kharif,Tamil Nadu,Pulses,Rice
Laterite,4.8,Low,Zaid,Punjab,Wheat,Rice
Alluvial,6.97,Medium,Kharif,Kerala,Maize,Sugarcane
Sandy,5.82,Medium,Rabi,Punjab,None,Banana
Laterite,5.16,Medium,Summer,Maharashtra,Sugarcane,Sugarcane
Black,7.6,Low,Zaid,Tamil Nadu,Rice,Banana
Clay,5.3,High,Rabi,Bihar,Cotton,Pulses
Red,7.94,Low,Winter,Kerala,Pulses,Cumin
Red,8.04,High,Winter,Punjab,Cotton,Cumin
Black,5.9,Medium,Zaid,Maharashtra,Groundnut,Sugarcane
Sandy,7.05,Low,Rabi,Maharashtra,Pulses,Sugarcane
Sandy,7.27,Medium,Rabi,Gujarat,Pulses,Banana
Alluvial,7.37,Medium,Zaid,Karnataka,Sugarcane,Pulses
Black,8.25,Medium,Winter,Telangana,Cotton,Cotton
Clay,6.88,High,Zaid,Karnataka,Groundnut,Cotton
Clay,7.23,High,Winter,Maharashtra,Rice,Sugarcane
Black,4.79,High,Summer,Punjab,None,Sugarcane
Loamy,7.86,Low,Rabi,Maharashtra,Groundnut,Cumin
Loamy,5.42,Low,Rabi,Kerala,None,Rice
Alluvial,6.21,Medium,Winter,Haryana,Wheat,Soybean
Alluvial,5.19,Medium,Winter,Gujarat,Cotton,Cotton
Sandy,6.6,Low,Winter,Punjab,None,Groundnut
Black,6.55,Medium,Rabi,Gujarat,Groundnut,Cotton
Sandy,7.02,Low,Zaid,Tamil Nadu,Cotton,Rice
Red,6.89,Medium,Winter,Tamil Nadu,Wheat,Wheat
Black,6.13,Low,Rabi,Karnataka,Wheat,Banana
Loamy,7.35,High,Kharif,Gujarat,Pulses,Cumin
Black,8.13,Low,Kharif,Maharashtra,Wheat,Cumin
Sandy,4.86,Low,Rabi,Kerala,Maize,Pulses
Clay,5.52,Medium,Rabi,Bihar,None,Groundnut
Laterite,6.84,Low,Zaid,Uttar Pradesh,Groundnut,Banana
Loamy,6.71,Low,Zaid,Punjab,Maize,Groundnut
Red,5.99,Low,Rabi,Bihar,None,Cumin
Alluvial,7.49,High,Rabi,Telangana,Rice,Rice
Red,4.53,Medium,Winter,Haryana,Maize,Sugarcane
Sandy,7.92,Medium,Winter,Maharashtra,None,Sugarcane
Laterite,7.99,High,Winter,Bihar,Pulses,Soybean
Alluvial,5.35,Medium,Summer,Bihar,Groundnut,Soybean
Clay,6.07,Medium,Winter,Tamil Nadu,Sugarcane,Rice
Sandy,4.58,Medium,Winter,Karnataka,Maize,Sugarcane
Red,4.89,Low,Rabi,Punjab,Wheat,Banana
Alluvial,5.24,Low,Zaid,Punjab,Maize,Cotton
Black,8.17,Low,Zaid,Tamil Nadu,None,Pulses
Sandy,5.7,Low,Summer,Kerala,Groundnut,Banana
Red,6.23,Low,Zaid,Maharashtra,Wheat,Pulses
Sandy,6.91,High,Winter,Kerala,Rice,Pulses
Alluvial,7.59,Low,Winter,Punjab,Pulses,Pulses
Laterite,4.82,High,Rabi,Uttar Pradesh,Maize,Rice
Red,6.5,Low,Kharif,Uttar Pradesh,Cotton,Maize
Alluvial,7.48,High,Summer,Tamil Nadu,Pulses,Maize
Black,5.37,High,Summer,Punjab,Pulses,Groundnut
Laterite,6.81,High,Kharif,Bihar,Pulses,Cotton
Clay,4.96,Medium,Kharif,Gujarat,Cotton,Rice
Sandy,7.15,Medium,Rabi,Gujarat,Rice,Sugarcane
Black,4.72,Medium,Winter,Kerala,Groundnut,Cotton
Black,7.79,High,Rabi,Kerala,Pulses,Wheat
Clay,6.23,High,Winter,Telangana,Maize,Rice
Red,7.25,High,Kharif,Tamil Nadu,Groundnut,Wheat
Red,5.41,Low,Zaid,Karnataka,Maize,Pulses
Alluvial,4.97,High,Summer,Kerala,Pulses,Cumin
Laterite,5.79,Low,Rabi,Punjab,Maize,Banana
Loamy,4.63,Low,Winter,Karnataka,Pulses,Sugarcane
Alluvial,8.37,Low,Summer,Kerala,Pulses,Maize
Clay,4.6,High,Rabi,Kerala,Sugarcane,Wheat
Alluvial,7.67,High,Rabi,Bihar,Pulses,Soybean
Red,4.52,High,Summer,Tamil Nadu,Pulses,Wheat
Loamy,5.01,Low,Rabi,Bihar,None,Pulses
Clay,7.71,High,Zaid,Punjab,Wheat,Soybean
Sandy,5.79,High,Rabi,Karnataka,Cotton,Banana
Red,4.58,Low,Rabi,Gujarat,Cotton,Maize
Clay,8.42,High,Rabi,Maharashtra,None,Cotton
Alluvial,6.03,Medium,Winter,Punjab,Cotton,Groundnut
Loamy,6.15,Medium,Rabi,Uttar Pradesh,Wheat,Groundnut
Black,7.44,High,Rabi,Karnataka,None,Cumin
Alluvial,6.45,High,Zaid,Bihar,Cotton,Sugarcane
Sandy,5.13,Medium,Rabi,Telangana,Cotton,Groundnut
Laterite,7.99,Low,Rabi,Uttar Pradesh,Rice,Cotton
Laterite,4.64,Low,Kharif,Tamil Nadu,Rice,Maize
Red,8.22,Low,Summer,Kerala,None,Soybean
Black,6.45,High,Rabi,Karnataka,Rice,Cotton
Laterite,7.08,Low,Zaid,Kerala,None,Cotton
Red,7.02,High,Winter,Gujarat,Wheat,Cumin
Alluvial,7.39,Low,Winter,Haryana,Maize,Cumin
Clay,5.83,Low,Rabi,Maharashtra,None,Soybean
Loamy,5.07,High,Zaid,Karnataka,None,Wheat
Black,5.58,Low,Kharif,Uttar Pradesh,Pulses,Sugarcane
Black,5.16,Low,Winter,Haryana,Wheat,Cumin
