Soil_Type,Soil_pH,Moisture_Level,Season,Location_Region,Previous_Crop,Recommended_Crop
Loamy,5.38,Medium,Zaid,Maharashtra,Cotton,Banana
Laterite,8.07,High,Zaid,Kerala,Pulses,Groundnut
Sandy,5.82,Medium,Kharif,Punjab,Maize,Banana
Laterite,6.81,Low,Zaid,Haryana,Sugarcane,Soybean
Red,5.57,Low,Kharif,Haryana,None,Sugarcane
Laterite,5.78,Medium,Kharif,Tamil Nadu,Groundnut,Groundnut
Black,7.02,Low,Kharif,Haryana,Pulses,Groundnut
Laterite,7.63,Medium,Kharif,Tamil Nadu,Sugarcane,Soybean
Red,6.74,Medium,Zaid,Maharashtra,Groundnut,Cotton
Clay,6.03,Low,Rabi,Uttar Pradesh,Wheat,Wheat
Loamy,5.01,High,Rabi,Telangana,Cotton,Sugarcane
Alluvial,7.76,High,Zaid,Telangana,Maize,Banana
Red,8.06,Medium,Kharif,Haryana,Sugarcane,Rice
Alluvial,4.61,Medium,Kharif,Gujarat,Sugarcane,Sugarcane
Clay,6.09,Low,Rabi,Haryana,Groundnut,Pulses
Alluvial,6.06,Medium,Kharif,Karnataka,Maize,Groundnut
Alluvial,4.77,Low,Zaid,Telangana,Cotton,Sugarcane
Alluvial,4.82,Low,Zaid,Karnataka,Wheat,Maize
Clay,7.74,High,Kharif,Gujarat,Sugarcane,Banana
Alluvial,5.3,Low,Kharif,Karnataka,Pulses,Cumin
Alluvial,5.48,Low,Rabi,Tamil Nadu,Maize,Cotton
Black,7.33,Medium,Rabi,Kerala,Sugarcane,Cumin
Clay,7.94,Medium,Rabi,Bihar,Wheat,Soybean
Loamy,6.44,Low,Zaid,Karnataka,Rice,Banana
Red,8.22,High,Zaid,Gujarat,Pulses,Maize
Laterite,7.31,Medium,Rabi,Haryana,Pulses,Banana
Red,8.01,High,Kharif,Kerala,Cotton,Sugarcane
Sandy,5.75,Medium,Zaid,Telangana,Groundnut,Maize
Black,5.85,High,Kharif,Tamil Nadu,Groundnut,Cumin
Sandy,5.23,Low,Zaid,Gujarat,Sugarcane,Wheat
Sandy,4.58,High,Rabi,Bihar,Wheat,Groundnut
Loamy,5.07,Low,Kharif,Maharashtra,Pulses,Cotton
Sandy,6.13,Low,Rabi,Tamil Nadu,None,Maize
Laterite,4.91,High,Zaid,Gujarat,Groundnut,Soybean
Sandy,8.0,Low,Zaid,Uttar Pradesh,Cotton,Cumin
Laterite,7.41,Low,Rabi,Maharashtra,Cotton,Cumin
Sandy,6.11,Medium,Zaid,Tamil Nadu,Sugarcane,Cumin
Loamy,4.67,High,Zaid,Gujarat,Wheat,Maize
Alluvial,6.37,High,Rabi,Karnataka,Pulses,Maize
Loamy,5.29,Medium,Rabi,Bihar,Wheat,Sugarcane
Black,7.81,Medium,Rabi,Kerala,Rice,Pulses
Sandy,6.9,Medium,Kharif,Kerala,Pulses,Banana
Clay,8.12,Medium,Rabi,Kerala,Cotton,Wheat
Loamy,6.84,High,Rabi,Gujarat,Sugarcane,Soybean
Alluvial,7.12,High,Kharif,Maharashtra,Wheat,Wheat
Red,6.8,High,Rabi,Gujarat,Rice,Rice
Black,6.79,Medium,Rabi,Telangana,Cotton,Banana
Loamy,7.44,High,Zaid,Haryana,Rice,Wheat
Clay,7.77,Medium,Rabi,Bihar,Pulses,Rice
Loamy,5.94,Medium,Zaid,Punjab,Groundnut,Wheat
Sandy,7.43,Low,Rabi,Telangana,Wheat,Sugarcane
Red,5.3,Medium,Kharif,Gujarat,None,Banana
Clay,5.45,Medium,Zaid,Gujarat,Maize,Wheat
Loamy,6.5,Low,Zaid,Gujarat,Groundnut,Rice
Loamy,8.35,Low,Zaid,Karnataka,Groundnut,Cotton
Red,6.83,Low,Zaid,Maharashtra,Wheat,Cotton
Red,7.07,Medium,Rabi,Punjab,None,Cotton
Loamy,7.67,Low,Zaid,Bihar,Sugarcane,Maize
Sandy,7.6,High,Zaid,Bihar,Maize,Groundnut
Black,5.92,Low,Rabi,Kerala,Pulses,Cumin
Black,4.74,Low,Rabi,Maharashtra,Wheat,Rice
Red,5.19,Low,Zaid,Telangana,Sugarcane,Maize
Black,8.26,Low,Zaid,Telangana,Cotton,Cumin
Black,7.7,High,Rabi,Tamil Nadu,Cotton,Banana
Laterite,7.27,Medium,Zaid,Uttar Pradesh,Cotton,Banana
Loamy,5.11,High,Zaid,Haryana,Maize,Soybean
Loamy,5.55,Medium,Zaid,Haryana,Sugarcane,Soybean
Clay,5.48,Medium,Rabi,Karnataka,Pulses,Cumin
Alluvial,7.55,Low,Zaid,Kerala,Rice,Wheat
Alluvial,7.19,Low,Kharif,Punjab,Rice,Wheat
Sandy,7.8,Medium,Rabi,Bihar,Rice,Cumin
Alluvial,5.99,High,Rabi,Kerala,Wheat,Banana
Loamy,5.1,High,Rabi,Telangana,Cotton,Cotton
Laterite,8.47,High,Zaid,Haryana,Maize,Soybean
Sandy,8.23,Medium,Zaid,Punjab,Wheat,Cotton
Clay,6.91,High,Rabi,Karnataka,Sugarcane,Cumin
Black,6.96,Low,Zaid,Karnataka,Groundnut,Pulses
Loamy,7.63,Medium,Kharif,Gujarat,Rice,Cotton
Alluvial,7.07,Medium,Zaid,Gujarat,Cotton,Rice
Laterite,8.19,Medium,Rabi,Karnataka,Rice,Rice
Alluvial,7.41,Medium,Zaid,Gujarat,Pulses,Banana
Laterite,5.74,High,Zaid,Gujarat,Pulses,Banana
Laterite,8.37,High,Zaid,Karnataka,Cotton,Banana
Loamy,8.14,Medium,Zaid,Punjab,Sugarcane,Soybean
Alluvial,4.85,Medium,Rabi,Telangana,Rice,Cotton
Sandy,6.91,Low,Kharif,Punjab,Wheat,Sugarcane
Red,4.65,High,Rabi,Bihar,Pulses,Cumin
Clay,6.8,Medium,Rabi,Tamil Nadu,Rice,Sugarcane
Alluvial,6.46,Medium,Rabi,Telangana,Sugarcane,Soybean
Black,8.16,Medium,Zaid,Telangana,Pulses,Pulses
Alluvial,5.45,High,Kharif,Gujarat,Pulses,Maize
Laterite,7.94,Medium,Rabi,Gujarat,Sugarcane,Cotton
Laterite,6.84,High,Zaid,Karnataka,None,Wheat
Loamy,6.22,Low,Kharif,Kerala,Wheat,Cotton
Loamy,5.59,Medium,Zaid,Uttar Pradesh,Maize,Maize
Clay,6.56,High,Rabi,Punjab,None,Cotton
Sandy,6.62,High,Zaid,Telangana,Maize,Banana
Alluvial,7.88,Medium,Rabi,Gujarat,Rice,Maize
Clay,5.92,High,Zaid,Karnataka,Pulses,Rice
Black,8.24,Medium,Rabi,Uttar Pradesh,Maize,Cotton
Black,7.8,Medium,Kharif,Haryana,Cotton,Wheat
Red,5.96,Low,Kharif,Haryana,Pulses,Groundnut
Red,8.07,Medium,Zaid,Maharashtra,Pulses,Rice
Sandy,4.64,High,Zaid,Uttar Pradesh,Maize,Rice
Loamy,7.62,Medium,Rabi,Telangana,Cotton,Cumin
Laterite,6.12,Medium,Rabi,Maharashtra,Groundnut,Groundnut
Black,5.06,Medium,Rabi,Telangana,Sugarcane,Maize
Alluvial,8.43,Low,Rabi,Maharashtra,Maize,Maize
Laterite,6.31,Medium,Rabi,Punjab,None,Cumin
Red,8.29,Low,Rabi,Kerala,Maize,Soybean
Loamy,5.8,Medium,Zaid,Karnataka,None,Maize
Sandy,4.95,High,Zaid,Gujarat,Rice,Rice
Black,6.3,Low,Zaid,Gujarat,Wheat,Maize
Clay,4.65,High,Zaid,Kerala,None,Wheat
Clay,6.8,Low,Zaid,Tamil Nadu,None,Wheat
Black,7.64,Medium,Zaid,Punjab,Rice,Cotton
Clay,6.63,Low,Rabi,Telangana,Cotton,Cumin
Clay,6.98,High,Zaid,Karnataka,Cotton,Cotton
Black,7.21,Low,Zaid,Punjab,Pulses,Groundnut
Loamy,6.7,High,Kharif,Haryana,Groundnut,Cumin
Red,6.65,High,Rabi,Karnataka,Maize,Pulses
Alluvial,6.87,Low,Rabi,Karnataka,Groundnut,Cotton
Clay,7.61,Low,Rabi,Kerala,Rice,Cumin
Alluvial,8.27,High,Zaid,Karnataka,None,Sugarcane
Alluvial,7.54,Low,Rabi,Tamil Nadu,Rice,Banana
Laterite,5.52,Low,Rabi,Kerala,Rice,Cumin
Loamy,6.62,Low,Zaid,Bihar,None,Pulses
Red,5.86,High,Rabi,Kerala,Groundnut,Cotton
Loamy,7.33,High,Rabi,Bihar,Cotton,Sugarcane
Loamy,7.92,High,Rabi,Karnataka,Sugarcane,Sugarcane
Loamy,5.99,High,Rabi,Kerala,Cotton,Sugarcane
Red,7.81,Low,Rabi,Haryana,Pulses,Pulses
Red,7.13,High,Rabi,Bihar,Wheat,Cotton
Alluvial,4.9,Medium,Zaid,Bihar,None,Cumin
Red,7.17,High,Kharif,Kerala,Sugarcane,Wheat
Loamy,7.95,Medium,Zaid,Telangana,Wheat,Cumin
Red,5.91,Medium,Rabi,Telangana,Wheat,Cumin
Clay,7.44,Medium,Zaid,Kerala,Groundnut,Pulses
Red,4.96,Medium,Zaid,Maharashtra,Wheat,Banana
Loamy,4.91,Low,Kharif,Punjab,Cotton,Groundnut
Black,8.19,Medium,Zaid,Tamil Nadu,Cotton,Soybean
Black,8.24,Medium,Kharif,Haryana,None,Pulses
Clay,7.51,High,Rabi,Haryana,None,Maize
Laterite,5.95,High,Zaid,Telangana,Pulses,Sugarcane
Red,5.83,Medium,Zaid,Gujarat,Maize,Wheat
Clay,4.58,Low,Kharif,Karnataka,Cotton,Banana
Red,4.83,High,Rabi,Tamil Nadu,Groundnut,Pulses
Laterite,6.13,Medium,Zaid,Tamil Nadu,Cotton,Wheat
Clay,7.06,Medium,Kharif,Tamil Nadu,Rice,Rice
Clay,8.1,Low,Kharif,Bihar,Pulses,Banana
Alluvial,8.17,High,Kharif,Kerala,None,Rice
Laterite,7.06,Low,Rabi,Maharashtra,Sugarcane,Maize
Red,8.21,High,Rabi,Tamil Nadu,Pulses,Cotton
Loamy,8.09,Low,Rabi,Haryana,Sugarcane,Rice
Clay,7.59,Low,Rabi,Kerala,None,Wheat
Alluvial,6.18,High,Zaid,Punjab,Sugarcane,Maize
Red,8.12,Low,Rabi,Kerala,Sugarcane,Wheat
Alluvial,7.16,Low,Zaid,Haryana,None,Groundnut
Clay,7.19,Low,Zaid,Gujarat,Rice,Cumin
Black,6.35,High,Rabi,Kerala,Pulses,Rice
Clay,6.34,Medium,Zaid,Bihar,Maize,Pulses
Sandy,7.36,Medium,Zaid,Tamil Nadu,Maize,Sugarcane
Clay,6.6,Medium,Kharif,Karnataka,Rice,Cumin
Laterite,5.34,High,Rabi,Karnataka,Rice,Sugarcane
Loamy,5.24,Low,Zaid,Karnataka,Cotton,Maize
Alluvial,7.26,High,Rabi,Telangana,Wheat,Pulses
Alluvial,8.06,Medium,Kharif,Telangana,Rice,Banana
Red,5.76,Low,Zaid,Telangana,Groundnut,Cumin
Black,4.77,Low,Rabi,Karnataka,Wheat,Maize
Sandy,6.32,Low,Rabi,Kerala,Cotton,Cumin
Red,5.69,Medium,Zaid,Gujarat,Cotton,Cumin
Red,5.89,Medium,Rabi,Kerala,Groundnut,Wheat
Red,7.07,Low,Zaid,Gujarat,Rice,Rice
Sandy,8.19,Medium,Zaid,Punjab,Pulses,Groundnut
Black,5.23,High,Rabi,Karnataka,Wheat,Sugarcane
Laterite,7.74,High,Kharif,Kerala,Maize,Pulses
Sandy,6.94,Low,Kharif,Gujarat,Pulses,Cotton
Laterite,7.44,Low,Rabi,Kerala,Sugarcane,Sugarcane
Loamy,6.93,High,Rabi,Tamil Nadu,Wheat,Wheat
Laterite,5.52,Medium,Rabi,Karnataka,Wheat,Banana
Red,7.2,Medium,Rabi,Telangana,Rice,Cumin
Laterite,6.2,Low,Kharif,Uttar Pradesh,Pulses,Soybean
Red,8.19,Medium,Zaid,Haryana,Groundnut,Pulses
Clay,6.47,Low,Zaid,Uttar Pradesh,Pulses,Sugarcane
Black,7.32,High,Rabi,Karnataka,Rice,Soybean
Clay,6.56,Medium,Zaid,Karnataka,Cotton,Banana
Laterite,7.72,High,Zaid,Punjab,Rice,Wheat
Laterite,4.6,High,Zaid,Tamil Nadu,Maize,Soybean
Sandy,5.06,High,Rabi,Tamil Nadu,None,Pulses
Loamy,7.26,Low,Zaid,Karnataka,Wheat,Banana
Red,8.27,Low,Kharif,Tamil Nadu,None,Banana
Red,8.13,High,Zaid,Kerala,None,Banana
Clay,6.24,Medium,Rabi,Punjab,Groundnut,Cumin
Red,5.38,Low,Zaid,Karnataka,None,Cumin
Loamy,7.66,Medium,Kharif,Telangana,Sugarcane,Cotton
Sandy,6.96,Medium,Zaid,Karnataka,Wheat,Maize
Sandy,7.14,Low,Rabi,Gujarat,Maize,Banana
Loamy,7.59,High,Kharif,Bihar,Cotton,Cumin
Loamy,4.5,Medium,Rabi,Uttar Pradesh,None,Groundnut
Laterite,5.16,High,Rabi,Maharashtra,Maize,Sugarcane
Black,8.11,Medium,Zaid,Telangana,Sugarcane,Groundnut
Black,6.69,Low,Rabi,Punjab,Sugarcane,Maize
Clay,6.4,Medium,Zaid,Maharashtra,Groundnut,Pulses
Alluvial,7.72,Medium,Rabi,Uttar Pradesh,Pulses,Rice
Black,5.56,Medium,Rabi,Kerala,None,Cumin
Clay,7.9,Medium,Kharif,Gujarat,Groundnut,Wheat
Black,7.83,Low,Rabi,Haryana,Cotton,Groundnut
Red,6.98,High,Zaid,Gujarat,Rice,Rice
Red,4.85,Low,Kharif,Bihar,Cotton,Pulses
Laterite,6.37,Medium,Kharif,Telangana,Cotton,Cotton
Alluvial,6.11,Medium,Kharif,Punjab,Rice,Cotton
Black,6.06,Medium,Rabi,Gujarat,Maize,Wheat
Clay,5.12,Low,Rabi,Tamil Nadu,Sugarcane,Banana
Alluvial,6.05,Low,Rabi,Bihar,Groundnut,Banana
Red,4.9,Medium,Rabi,Punjab,Cotton,Banana
Red,8.25,Low,Rabi,Uttar Pradesh,Pulses,Banana
Black,6.76,High,Kharif,Telangana,Rice,Rice
Black,6.38,Medium,Zaid,Kerala,Pulses,Maize
Sandy,5.6,Medium,Kharif,Tamil Nadu,Pulses,Maize
Sandy,6.99,High,Rabi,Uttar Pradesh,Maize,Maize
Black,7.8,Low,Rabi,Tamil Nadu,Pulses,Cotton
Loamy,7.02,Medium,Zaid,Karnataka,Maize,Cotton
Alluvial,7.02,Medium,Rabi,Punjab,Sugarcane,Soybean
Black,7.79,High,Zaid,Gujarat,Maize,Groundnut
Alluvial,5.11,Low,Kharif,Kerala,Cotton,Groundnut
Red,6.6,Medium,Zaid,Maharashtra,Pulses,Soybean
Loamy,4.56,Low,Zaid,Kerala,Rice,Maize
Laterite,4.65,Medium,Kharif,Bihar,Maize,Sugarcane
Alluvial,5.77,High,Rabi,Uttar Pradesh,None,Banana
Laterite,8.16,Low,Zaid,Karnataka,Maize,Banana
Loamy,5.49,Low,Rabi,Karnataka,Cotton,Cotton
Loamy,5.01,Low,Rabi,Tamil Nadu,Sugarcane,Wheat
Clay,5.92,High,Rabi,Kerala,None,Wheat
Alluvial,4.62,Medium,Rabi,Tamil Nadu,None,Banana
Black,7.49,High,Rabi,Haryana,Maize,Cumin
Sandy,4.89,Low,Zaid,Bihar,Groundnut,Maize
Red,6.48,Medium,Rabi,Haryana,Groundnut,Cotton
Laterite,7.21,High,Zaid,Gujarat,Maize,Cotton
Red,6.39,Medium,Zaid,Uttar Pradesh,Pulses,Pulses
Loamy,5.69,High,Zaid,Punjab,Cotton,Cumin
Clay,4.91,Low,Kharif,Karnataka,Pulses,Sugarcane
Clay,7.52,Low,Rabi,Tamil Nadu,Cotton,Cumin
Black,7.96,Low,Rabi,Punjab,None,Maize
Loamy,8.09,High,Zaid,Gujarat,Maize,Maize
Red,7.12,Low,Kharif,Maharashtra,Pulses,Banana
Alluvial,6.43,Medium,Kharif,Uttar Pradesh,None,Wheat
Red,5.06,High,Rabi,Telangana,None,Cotton
Laterite,4.53,Medium,Rabi,Telangana,Groundnut,Banana
Sandy,6.45,Low,Rabi,Haryana,Pulses,Rice
Black,5.4,Low,Zaid,Uttar Pradesh,Pulses,Wheat
Loamy,5.91,Medium,Rabi,Karnataka,Wheat,Cotton
Red,8.41,Medium,Rabi,Punjab,Sugarcane,Groundnut
Red,7.11,Medium,Kharif,Telangana,Groundnut,Rice
Black,7.95,High,Zaid,Bihar,Cotton,Pulses
Laterite,4.95,Medium,Rabi,Haryana,None,Rice
Red,6.39,High,Zaid,Uttar Pradesh,Wheat,Groundnut
Sandy,6.78,High,Zaid,Bihar,Maize,Sugarcane
Loamy,7.75,High,Rabi,Kerala,Maize,Sugarcane
Red,6.89,Low,Rabi,Haryana,Sugarcane,Pulses
Black,6.38,Medium,Rabi,Haryana,Wheat,Maize
Red,4.57,Low,Rabi,Maharashtra,Rice,Cumin
Clay,5.84,High,Zaid,Tamil Nadu,Maize,Banana
Black,8.19,Low,Zaid,Punjab,Maize,Groundnut
Alluvial,8.37,Medium,Rabi,Haryana,Wheat,Wheat
Alluvial,6.01,Low,Zaid,Kerala,None,Groundnut
Alluvial,4.51,High,Rabi,Haryana,Pulses,Banana
Alluvial,6.55,Medium,Kharif,Haryana,Sugarcane,Pulses
Alluvial,7.44,High,Kharif,Maharashtra,Cotton,Maize
Red,8.25,Low,Zaid,Kerala,Groundnut,Banana
Red,7.08,Low,Rabi,Karnataka,Wheat,Banana
Clay,6.47,Medium,Rabi,Gujarat,Maize,Cotton
Laterite,7.71,Medium,Zaid,Tamil Nadu,Wheat,Banana
Laterite,6.69,Low,Zaid,Bihar,Sugarcane,Pulses
Loamy,7.6,Medium,Kharif,Karnataka,None,Sugarcane
Laterite,6.23,Medium,Zaid,Haryana,Maize,Banana
Sandy,7.71,High,Zaid,Maharashtra,Groundnut,Soybean
Red,5.71,High,Zaid,Gujarat,None,Soybean
Black,7.58,High,Zaid,Karnataka,Sugarcane,Groundnut
Laterite,6.88,Medium,Rabi,Haryana,Rice,Pulses
Alluvial,5.7,Medium,Zaid,Karnataka,Rice,Cumin
Alluvial,6.27,Low,Rabi,Punjab,Pulses,Sugarcane
Sandy,4.96,Low,Zaid,Haryana,Maize,Banana
Clay,7.44,Medium,Zaid,Uttar Pradesh,None,Rice
Sandy,7.42,High,Rabi,Uttar Pradesh,Sugarcane,Banana
Laterite,7.02,Medium,Rabi,Punjab,Rice,Soybean
Clay,4.88,Low,Zaid,Karnataka,Maize,Sugarcane
Laterite,6.94,Medium,Zaid,Gujarat,Wheat,Cumin
Red,7.68,Medium,Zaid,Maharashtra,Groundnut,Soybean
Sandy,6.74,High,Zaid,Bihar,None,Wheat
Clay,5.7,High,Rabi,Tamil Nadu,Wheat,Rice
Red,6.2,Medium,Zaid,Karnataka,Pulses,Sugarcane
Red,7.21,Low,Zaid,Punjab,Maize,Maize
Clay,7.9,Low,Kharif,Maharashtra,Sugarcane,Banana
Sandy,5.88,Medium,Zaid,Uttar Pradesh,Pulses,Cotton
Alluvial,6.84,High,Rabi,Karnataka,Pulses,Pulses
Sandy,6.12,Low,Kharif,Tamil Nadu,Maize,Groundnut
Loamy,6.85,High,Kharif,Maharashtra,Cotton,Wheat
Clay,5.41,High,Zaid,Telangana,Cotton,Rice
Laterite,7.98,Low,Kharif,Bihar,Groundnut,Pulses
Red,6.36,Medium,Zaid,Telangana,Groundnut,Soybean
Loamy,6.26,Low,Zaid,Punjab,None,Cotton
Laterite,7.94,Medium,Rabi,Uttar Pradesh,Pulses,Pulses
Red,8.15,Medium,Rabi,Punjab,Maize,Pulses
Sandy,7.85,High,Rabi,Kerala,Rice,Cotton
Loamy,6.92,Medium,Zaid,Karnataka,Rice,Wheat
Laterite,6.78,Low,Rabi,Karnataka,Pulses,Cotton
Sandy,4.95,Low,Rabi,Tamil Nadu,Cotton,Soybean
Red,4.93,Medium,Kharif,Gujarat,Sugarcane,Soybean
Loamy,6.33,Medium,Zaid,Kerala,Maize,Groundnut
Alluvial,7.66,Low,Kharif,Maharashtra,Sugarcane,Pulses
Alluvial,7.58,Medium,Rabi,Bihar,Wheat,Cotton
Sandy,7.8,High,Kharif,Punjab,Sugarcane,Cotton
Black,4.88,Low,Rabi,Kerala,Maize,Sugarcane
Red,7.55,Medium,Kharif,Bihar,Maize,Pulses
Black,6.1,Medium,Rabi,Tamil Nadu,Cotton,Banana
Clay,8.32,Low,Zaid,Kerala,Groundnut,Maize
Laterite,6.08,Medium,Rabi,Gujarat,Wheat,Banana
Laterite,6.53,High,Kharif,Kerala,Sugarcane,Banana
Laterite,8.02,High,Rabi,Maharashtra,Rice,Rice
Red,5.89,High,Kharif,Bihar,Maize,Banana
Black,8.47,Low,Zaid,Gujarat,None,Groundnut
Loamy,8.04,Low,Rabi,Uttar Pradesh,Groundnut,Banana
Black,7.89,High,Rabi,Bihar,Groundnut,Rice
Red,7.59,Medium,Zaid,Haryana,Maize,Soybean
Red,7.03,Low,Rabi,Bihar,Groundnut,Groundnut
Alluvial,4.81,Low,Kharif,Tamil Nadu,None,Wheat
Sandy,5.79,Medium,Rabi,Telangana,Sugarcane,Banana
Red,6.36,Low,Rabi,Uttar Pradesh,Sugarcane,Banana
Laterite,6.1,High,Zaid,Gujarat,Cotton,Cotton
Sandy,8.02,Medium,Rabi,Punjab,Cotton,Cotton
Black,8.3,High,Rabi,Tamil Nadu,Sugarcane,Wheat
Sandy,7.2,Low,Rabi,Maharashtra,Cotton,Cotton
Loamy,5.14,Low,Kharif,Bihar,Wheat,Soybean
Sandy,4.96,Medium,Kharif,Tamil Nadu,Rice,Maize
Alluvial,8.14,High,Zaid,Haryana,None,Cotton
Clay,6.45,High,Zaid,Gujarat,Cotton,Pulses
Alluvial,7.85,Medium,Kharif,Haryana,Maize,Banana
Black,5.68,Low,Rabi,Telangana,Pulses,Cotton
Clay,7.26,High,Kharif,Uttar Pradesh,Maize,Groundnut
Clay,5.44,Low,Zaid,Telangana,Wheat,Maize
Red,5.52,High,Zaid,Tamil Nadu,Sugarcane,Sugarcane
Loamy,6.86,Low,Zaid,Uttar Pradesh,Groundnut,Sugarcane
Alluvial,8.23,Low,Rabi,Uttar Pradesh,Maize,Pulses
Laterite,7.15,Medium,Zaid,Bihar,Cotton,Cotton
Red,7.59,High,Rabi,Maharashtra,Pulses,Groundnut
Sandy,5.74,Medium,Kharif,Telangana,Maize,Pulses
Black,7.51,High,Rabi,Tamil Nadu,Pulses,Groundnut
Clay,7.42,Low,Rabi,Haryana,Cotton,Rice
Sandy,5.65,Low,Rabi,Tamil Nadu,None,Sugarcane
Clay,6.49,High,Rabi,Bihar,Groundnut,Sugarcane
Laterite,4.65,High,Zaid,Telangana,Cotton,Groundnut
Sandy,4.93,Low,Rabi,Telangana,Wheat,Wheat
Clay,5.62,Medium,Rabi,Tamil Nadu,Rice,Sugarcane
Laterite,6.44,High,Kharif,Uttar Pradesh,Rice,Pulses
Loamy,7.37,Medium,Zaid,Maharashtra,Maize,Cotton
Loamy,4.7,Medium,Kharif,Tamil Nadu,Pulses,Rice
Laterite,4.8,Low,Zaid,Punjab,Wheat,Rice
Alluvial,6.97,Medium,Kharif,Kerala,Maize,Sugarcane
Sandy,5.82,Medium,Rabi,Punjab,None,Banana
Laterite,5.16,Medium,Zaid,Maharashtra,Sugarcane,Sugarcane
Black,7.6,Low,Zaid,Tamil Nadu,Rice,Banana
Clay,5.3,High,Rabi,Bihar,Cotton,Pulses
Red,7.94,Low,Rabi,Kerala,Pulses,Cumin
Red,8.04,High,Rabi,Punjab,Cotton,Cumin
Black,5.9,Medium,Zaid,Maharashtra,Groundnut,Sugarcane
Sandy,7.05,Low,Rabi,Maharashtra,Pulses,Sugarcane
Sandy,7.27,Medium,Rabi,Gujarat,Pulses,Banana
Alluvial,7.37,Medium,Zaid,Karnataka,Sugarcane,Pulses
Black,8.25,Medium,Rabi,Telangana,Cotton,Cotton
Clay,6.88,High,Zaid,Karnataka,Groundnut,Cotton
Clay,7.23,High,Rabi,Maharashtra,Rice,Sugarcane
Black,4.79,High,Zaid,Punjab,None,Sugarcane
Loamy,7.86,Low,Rabi,Maharashtra,Groundnut,Cumin
Loamy,5.42,Low,Rabi,Kerala,None,Rice
Alluvial,6.21,Medium,Rabi,Haryana,Wheat,Soybean
Alluvial,5.19,Medium,Rabi,Gujarat,Cotton,Cotton
Sandy,6.6,Low,Rabi,Punjab,None,Groundnut
Black,6.55,Medium,Rabi,Gujarat,Groundnut,Cotton
Sandy,7.02,Low,Zaid,Tamil Nadu,Cotton,Rice
Red,6.89,Medium,Rabi,Tamil Nadu,Wheat,Wheat
Black,6.13,Low,Rabi,Karnataka,Wheat,Banana
Loamy,7.35,High,Kharif,Gujarat,Pulses,Cumin
Black,8.13,Low,Kharif,Maharashtra,Wheat,Cumin
Sandy,4.86,Low,Rabi,Kerala,Maize,Pulses
Clay,5.52,Medium,Rabi,Bihar,None,Groundnut
Laterite,6.84,Low,Zaid,Uttar Pradesh,Groundnut,Banana
Loamy,6.71,Low,Zaid,Punjab,Maize,Groundnut
Red,5.99,Low,Rabi,Bihar,None,Cumin
Alluvial,7.49,High,Rabi,Telangana,Rice,Rice
Red,4.53,Medium,Rabi,Haryana,Maize,Sugarcane
Sandy,7.92,Medium,Rabi,Maharashtra,None,Sugarcane
Laterite,7.99,High,Rabi,Bihar,Pulses,Soybean
Alluvial,5.35,Medium,Zaid,Bihar,Groundnut,Soybean
Clay,6.07,Medium,Rabi,Tamil Nadu,Sugarcane,Rice
Sandy,4.58,Medium,Rabi,Karnataka,Maize,Sugarcane
Red,4.89,Low,Rabi,Punjab,Wheat,Banana
Alluvial,5.24,Low,Zaid,Punjab,Maize,Cotton
Black,8.17,Low,Zaid,Tamil Nadu,None,Pulses
Sandy,5.7,Low,Zaid,Kerala,Groundnut,Banana
Red,6.23,Low,Zaid,Maharashtra,Wheat,Pulses
Sandy,6.91,High,Rabi,Kerala,Rice,Pulses
Alluvial,7.59,Low,Rabi,Punjab,Pulses,Pulses
Laterite,4.82,High,Rabi,Uttar Pradesh,Maize,Rice
Red,6.5,Low,Kharif,Uttar Pradesh,Cotton,Maize
Alluvial,7.48,High,Zaid,Tamil Nadu,Pulses,Maize
Black,5.37,High,Zaid,Punjab,Pulses,Groundnut
Laterite,6.81,High,Kharif,Bihar,Pulses,Cotton
Clay,4.96,Medium,Kharif,Gujarat,Cotton,Rice
Sandy,7.15,Medium,Rabi,Gujarat,Rice,Sugarcane
Black,4.72,Medium,Rabi,Kerala,Groundnut,Cotton
Black,7.79,High,Rabi,Kerala,Pulses,Wheat
Clay,6.23,High,Rabi,Telangana,Maize,Rice
Red,7.25,High,Kharif,Tamil Nadu,Groundnut,Wheat
Red,5.41,Low,Zaid,Karnataka,Maize,Pulses
Alluvial,4.97,High,Zaid,Kerala,Pulses,Cumin
Laterite,5.79,Low,Rabi,Punjab,Maize,Banana
Loamy,4.63,Low,Rabi,Karnataka,Pulses,Sugarcane
Alluvial,8.37,Low,Zaid,Kerala,Pulses,Maize
Clay,4.6,High,Rabi,Kerala,Sugarcane,Wheat
Alluvial,7.67,High,Rabi,Bihar,Pulses,Soybean
Red,4.52,High,Zaid,Tamil Nadu,Pulses,Wheat
Loamy,5.01,Low,Rabi,Bihar,None,Pulses
Clay,7.71,High,Zaid,Punjab,Wheat,Soybean
Sandy,5.79,High,Rabi,Karnataka,Cotton,Banana
Red,4.58,Low,Rabi,Gujarat,Cotton,Maize
Clay,8.42,High,Rabi,Maharashtra,None,Cotton
Alluvial,6.03,Medium,Rabi,Punjab,Cotton,Groundnut
Loamy,6.15,Medium,Rabi,Uttar Pradesh,Wheat,Groundnut
Black,7.44,High,Rabi,Karnataka,None,Cumin
Alluvial,6.45,High,Zaid,Bihar,Cotton,Sugarcane
Sandy,5.13,Medium,Rabi,Telangana,Cotton,Groundnut
